Date,Open,High,Low,Close,Volume,Adj Close
2016-09-02,774.109985,776.00,771.700012,772.440002,2181800,772.440002
2016-09-01,770.900024,772.039978,766.75,770.619995,1792300,770.619995
2016-08-31,766.599976,769.640015,764.00,769.159973,1633800,769.159973
2016-08-30,771.049988,771.840027,765.559998,767.580017,1709200,767.580017
2016-08-29,768.719971,774.97998,768.599976,771.289978,2198600,771.289978
2016-08-26,760.049988,770.00,759.799988,769.00,2776800,769.00
2016-08-25,756.00,760.559998,754.73999,759.219971,1623000,759.219971
2016-08-24,763.00,763.409973,755.359985,757.25,1744100,757.25
2016-08-23,763.309998,764.700012,761.00,762.450012,1524100,762.450012
2016-08-22,757.50,759.849976,752.099976,759.47998,1679300,759.47998
2016-08-19,761.900024,762.48999,756.890015,757.309998,2343200,757.309998
2016-08-18,764.00,765.169983,760.599976,764.460022,1458800,764.460022
2016-08-17,764.409973,765.219971,759.200012,764.630005,1891100,764.630005
2016-08-16,768.619995,768.72998,763.820007,764.039978,1604600,764.039978
2016-08-15,771.900024,772.039978,767.710022,768.48999,2118500,768.48999
2016-08-12,768.460022,773.150024,768.419983,772.559998,1563300,772.559998
2016-08-11,769.940002,773.75,769.119995,771.23999,2019700,771.23999
2016-08-10,769.799988,772.099976,766.190002,768.559998,1604300,768.559998
2016-08-09,767.390015,772.599976,766.900024,768.309998,1876100,768.309998
2016-08-08,766.809998,767.00,761.02002,766.559998,1986300,766.559998
2016-08-05,764.809998,768.469971,763.090027,765.97998,2704400,765.97998
2016-08-04,753.700012,765.00,750.349976,760.77002,3178200,760.77002
2016-08-03,757.059998,758.890015,752.25,754.640015,3581500,754.640015
2016-08-02,763.809998,765.01001,757.02002,760.580017,3603300,760.580017
2016-08-01,759.869995,770.50,757.059998,767.73999,3578200,767.73999
2016-07-29,765.00,766.00,755.00,758.809998,6777100,758.809998
2016-07-28,745.97998,753.359985,739.700012,752.609985,7617600,752.609985
2016-07-27,737.969971,740.940002,733.859985,736.669983,2913100,736.669983
2016-07-26,742.710022,743.130005,732.75,735.590027,2529700,735.590027
2016-07-25,746.549988,748.50,735.349976,739.609985,2679300,739.609985
2016-07-22,747.789978,751.280029,743.530029,744.859985,2277700,744.859985
2016-07-21,747.50,749.359985,742.789978,744.429993,2317100,744.429993
2016-07-20,744.00,746.25,740.700012,745.719971,2214000,745.719971
2016-07-19,732.50,743.330017,732.309998,739.950012,2216800,739.950012
2016-07-18,735.48999,741.599976,728.719971,736.070007,2954900,736.070007
2016-07-15,746.549988,746.549988,734.049988,735.440002,3121400,735.440002
2016-07-14,748.859985,749.039978,739.02002,741.200012,2390500,741.200012
2016-07-13,746.76001,756.869995,741.25,742.630005,4142300,742.630005
2016-07-12,756.859985,757.340027,740.330017,748.210022,5623700,748.210022
2016-07-11,750.00,755.900024,747.00,753.780029,3195300,753.780029
2016-07-08,740.140015,746.099976,738.00,745.809998,3429200,745.809998
2016-07-07,739.330017,739.549988,731.630005,736.570007,2945800,736.570007
2016-07-06,725.710022,737.77002,722.580017,737.609985,3938200,737.609985
2016-07-05,722.799988,729.559998,719.609985,728.099976,2431400,728.099976
2016-07-01,717.320007,728.00,716.539978,725.679993,2920400,725.679993
2016-06-30,717.200012,719.369995,712.539978,715.619995,2855100,715.619995
2016-06-29,715.75,719.50,713.539978,715.599976,3070100,715.599976
2016-06-28,700.00,708.00,698.169983,707.950012,4037000,707.950012
2016-06-27,692.01001,696.820007,682.119995,691.359985,5568000,691.359985
2016-06-24,693.00,712.530029,692.200012,698.960022,7632500,698.960022
2016-06-23,715.50,722.119995,712.50,722.080017,2825000,722.080017
2016-06-22,716.580017,717.00,707.570007,710.599976,2260500,710.599976
2016-06-21,715.719971,718.400024,712.719971,715.820007,2137500,715.820007
2016-06-20,713.50,721.309998,710.809998,714.01001,3677200,714.01001
2016-06-17,718.190002,718.200012,699.179993,706.390015,5897800,706.390015
2016-06-16,712.049988,718.00,705.299988,717.51001,3098000,717.51001
2016-06-15,722.00,722.559998,713.349976,714.26001,2709400,714.26001
2016-06-14,712.330017,720.809998,712.27002,719.299988,2506900,719.299988
2016-06-13,714.01001,721.98999,711.159973,715.23999,3352200,715.23999
2016-06-10,722.349976,724.97998,714.210022,717.909973,3425700,717.909973
2016-06-09,723.099976,728.909973,722.299988,727.650024,2170300,727.650024
2016-06-08,726.400024,729.419983,721.599976,726.640015,2223400,726.640015
2016-06-07,729.890015,730.00,720.549988,723.73999,2732500,723.73999
2016-06-06,726.50,731.50,724.419983,726.72998,2704800,726.72998
2016-06-03,726.73999,727.00,718.429993,725.539978,3367300,725.539978
2016-06-02,720.969971,728.280029,715.50,728.23999,3026600,728.23999
2016-06-01,720.900024,726.429993,718.219971,719.440002,3263100,719.440002
2016-05-31,712.330017,724.22998,711.320007,722.789978,3618300,722.789978
2016-05-27,715.00,716.599976,711.099976,712.23999,2246400,712.23999
2016-05-26,708.330017,715.00,707.289978,714.909973,2446700,714.909973
2016-05-25,708.00,710.859985,705.52002,708.349976,3267700,708.349976
2016-05-24,698.01001,707.50,698.00,704.200012,3033800,704.200012
2016-05-23,704.25,706.00,696.419983,696.75,2595100,696.75
2016-05-20,701.049988,707.23999,700.00,702.799988,2916200,702.799988
2016-05-19,691.880005,699.400024,689.559998,698.52002,3025600,698.52002
2016-05-18,689.559998,702.539978,688.76001,697.450012,4283200,697.450012
2016-05-17,709.900024,714.469971,693.909973,695.27002,5121400,695.27002
2016-05-16,710.130005,713.25,700.280029,710.659973,5432900,710.659973
2016-05-13,714.640015,719.25,706.51001,709.919983,4763400,709.919983
2016-05-12,717.380005,722.450012,711.51001,717.929993,5048200,717.929993
2016-05-11,705.789978,719.00,701.650024,713.22998,7338200,713.22998
2016-05-10,694.00,704.549988,693.50,703.070007,6105600,703.070007
2016-05-09,673.950012,686.97998,671.409973,679.75,3982200,679.75
2016-05-06,656.049988,676.950012,656.01001,673.950012,4347200,673.950012
2016-05-05,673.309998,676.48999,656.00,659.090027,4884100,659.090027
2016-05-04,662.590027,674.00,662.140015,670.900024,4635500,670.900024
2016-05-03,677.359985,680.299988,670.429993,671.320007,4923400,671.320007
2016-05-02,663.919983,685.50,662.030029,683.849976,6578500,683.849976
2016-04-29,666.00,669.97998,654.00,659.590027,10310700,659.590027
2016-04-28,615.539978,626.799988,599.200012,602.00,7872600,602.00
2016-04-27,611.799988,615.950012,601.280029,606.570007,4068800,606.570007
2016-04-26,626.169983,626.75,614.880005,616.880005,2521400,616.880005
2016-04-25,616.609985,626.97998,616.25,626.200012,2682900,626.200012
2016-04-22,624.469971,628.25,611.559998,620.50,5083900,620.50
2016-04-21,631.00,637.820007,628.50,631.00,2596300,631.00
2016-04-20,630.00,636.549988,623.00,632.98999,2609400,632.98999
2016-04-19,637.140015,638.01001,620.799988,627.900024,4055900,627.900024
2016-04-18,625.349976,637.640015,624.960022,635.349976,4336400,635.349976
2016-04-15,621.919983,626.77002,618.109985,625.890015,2887700,625.890015
2016-04-14,615.070007,624.380005,615.070007,620.75,3512100,620.75
2016-04-13,607.679993,616.809998,605.289978,614.820007,4228300,614.820007
2016-04-12,598.400024,604.059998,592.309998,603.169983,2641100,603.169983
2016-04-11,596.140015,604.00,594.909973,595.929993,2704300,595.929993
2016-04-08,594.320007,597.859985,589.00,594.599976,2591900,594.599976
2016-04-07,598.76001,599.599976,589.080017,591.429993,3189000,591.429993
2016-04-06,587.52002,602.390015,587.50,602.080017,2849900,602.080017
2016-04-05,590.77002,593.469971,585.25,586.140015,2308900,586.140015
2016-04-04,599.00,599.50,590.549988,593.190002,2470800,593.190002
2016-04-01,590.48999,599.030029,588.299988,598.50,2917400,598.50
2016-03-31,599.280029,600.75,592.210022,593.640015,2681800,593.640015
2016-03-30,596.710022,603.23999,595.00,598.690002,3890500,598.690002
2016-03-29,580.150024,595.849976,576.50,593.859985,4392600,593.859985
2016-03-28,584.400024,584.75,575.559998,579.869995,3121500,579.869995
2016-03-24,567.109985,583.549988,567.080017,582.950012,5185500,582.950012
2016-03-23,561.00,572.47998,558.099976,569.630005,3983700,569.630005
2016-03-22,545.109985,562.76001,545.049988,560.47998,4000600,560.47998
2016-03-21,548.909973,555.23999,538.580017,553.97998,5155700,553.97998
2016-03-18,560.940002,562.330017,546.090027,552.080017,7296900,552.080017
2016-03-17,569.51001,571.400024,555.01001,559.440002,5928100,559.440002
2016-03-16,576.640015,581.320007,571.140015,574.27002,3537700,574.27002
2016-03-15,571.00,581.52002,567.00,577.02002,3876800,577.02002
2016-03-14,567.00,576.890015,563.049988,573.369995,3454200,573.369995
2016-03-11,566.950012,570.059998,562.72998,569.609985,3771300,569.609985
2016-03-10,566.73999,567.00,547.900024,558.929993,3919900,558.929993
2016-03-09,559.559998,560.349976,550.130005,559.469971,4377300,559.469971
2016-03-08,557.869995,571.349976,554.73999,560.26001,4730000,560.26001
2016-03-07,573.539978,573.630005,555.549988,562.799988,4926900,562.799988
2016-03-04,581.070007,581.400024,571.070007,575.140015,3416500,575.140015
2016-03-03,577.960022,579.869995,573.109985,577.48999,2741300,577.48999
2016-03-02,581.75,585.00,573.700012,580.210022,4582200,580.210022
2016-03-01,556.289978,579.25,556.00,579.039978,5038500,579.039978
2016-02-29,554.00,564.809998,552.51001,552.52002,4145400,552.52002
2016-02-26,560.119995,562.50,553.169983,555.22998,4877000,555.22998
2016-02-25,555.52002,559.390015,545.289978,555.150024,4525500,555.150024
2016-02-24,545.75,554.27002,533.150024,554.039978,6231700,554.039978
2016-02-23,555.549988,556.909973,545.330017,552.940002,4050800,552.940002
2016-02-22,542.200012,560.650024,541.080017,559.50,5566600,559.50
